W0119 19:00:42.120903  2362 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 10.1, Runtime API Version: 10.1
W0119 19:00:42.126507  2362 device_context.cc:465] device: 0, cuDNN Version: 7.6.
loading weight from ./resnet18-f37072fd.h5
loading weight from ./resnet18-f37072fd.h5
Training model named:
   mono+stereo_model
Models and tensorboard events files are saved to:
   /root/paddlejob/workspace/output/
/opt/_internal/cpython-3.7.0/lib/python3.7/site-packages/h5py/__init__.py:36: DeprecationWarning: `np.typeDict` is a deprecated alias for `np.sctypeDict`.
  from ._conv import register_converters as _register_converters
/opt/_internal/cpython-3.7.0/lib/python3.7/site-packages/paddle/nn/layer/conv.py:77: DeprecationWarning: `np.int` is a deprecated alias for the builtin `int`. To silence this warning, use `int` by itself. Doing this will not modify any behavior and is safe. When replacing `np.int`, you may wish to use e.g. `np.int64` or `np.int32` to specify the precision. If you wish to review your current use, check the release note link for additional information.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  } and not isinstance(padding, np.int):
Using split:
   eigen_zhou
There are 39810 training items and 4424 validation items

Training
epoch   0 | batch    100 | examples/s:  13.3 | loss: 0.13573 | time elapsed: 00h01m30s | time left: 16h46m08s
epoch   6 | batch   1000 | examples/s:  14.6 | loss: 0.07850 | time elapsed: 04h59m39s | time left: 10h51m28s
epoch   6 | batch   1100 | examples/s:  14.6 | loss: 0.07855 | time elapsed: 05h01m02s | time left: 10h49m54s
epoch   6 | batch   1200 | examples/s:  14.2 | loss: 0.07853 | time elapsed: 05h02m26s | time left: 10h48m24s
epoch   6 | batch   1300 | examples/s:  14.2 | loss: 0.07840 | time elapsed: 05h03m50s | time left: 10h46m55s
epoch   6 | batch   1400 | examples/s:  14.2 | loss: 0.07828 | time elapsed: 05h05m15s | time left: 10h45m25s
epoch   6 | batch   1500 | examples/s:  14.2 | loss: 0.07820 | time elapsed: 05h06m39s | time left: 10h43m56s
epoch   6 | batch   1600 | examples/s:  14.4 | loss: 0.07823 | time elapsed: 05h08m02s | time left: 10h42m24s
epoch   6 | batch   1700 | examples/s:  14.4 | loss: 0.07818 | time elapsed: 05h09m25s | time left: 10h40m52s
epoch   6 | batch   1800 | examples/s:  14.4 | loss: 0.07813 | time elapsed: 05h10m48s | time left: 10h39m20s
epoch   6 | batch   1900 | examples/s:  14.5 | loss: 0.07813 | time elapsed: 05h12m11s | time left: 10h37m49s
epoch   6 | batch   2000 | examples/s:  14.5 | loss: 0.07812 | time elapsed: 05h13m34s | time left: 10h36m16s
epoch   6 | batch   2100 | examples/s:  14.5 | loss: 0.07812 | time elapsed: 05h14m57s | time left: 10h34m45s
epoch   6 | batch   2200 | examples/s:  14.5 | loss: 0.07814 | time elapsed: 05h16m20s | time left: 10h33m12s
epoch   6 | batch   2300 | examples/s:  14.5 | loss: 0.07817 | time elapsed: 05h17m43s | time left: 10h31m40s
epoch   6 | batch   2400 | examples/s:  14.5 | loss: 0.07817 | time elapsed: 05h19m05s | time left: 10h30m08s
epoch   6 | batch   2500 | examples/s:  14.5 | loss: 0.07816 | time elapsed: 05h20m28s | time left: 10h28m36s
epoch   6 | batch   2600 | examples/s:  14.5 | loss: 0.07812 | time elapsed: 05h21m51s | time left: 10h27m05s
epoch   6 | batch   2700 | examples/s:  14.5 | loss: 0.07810 | time elapsed: 05h23m14s | time left: 10h25m34s
epoch   6 | batch   2800 | examples/s:  14.5 | loss: 0.07814 | time elapsed: 05h24m37s | time left: 10h24m02s
epoch   6 | batch   2900 | examples/s:  14.4 | loss: 0.07817 | time elapsed: 05h26m00s | time left: 10h22m32s
epoch   6 | batch   3000 | examples/s:  14.4 | loss: 0.07814 | time elapsed: 05h27m24s | time left: 10h21m01s
epoch   6 | batch   3100 | examples/s:  14.5 | loss: 0.07810 | time elapsed: 05h28m47s | time left: 10h19m30s
epoch   6 | batch   3200 | examples/s:  14.5 | loss: 0.07808 | time elapsed: 05h30m10s | time left: 10h17m59s
epoch   6 | batch   3300 | examples/s:  14.5 | loss: 0.07805 | time elapsed: 05h31m32s | time left: 10h16m27s
Validating
In epoch 6, the validation loss is 0.07887922945108426.
Training
epoch   7 | batch    100 | examples/s:  13.5 | loss: 0.07815 | time elapsed: 05h35m04s | time left: 10h18m13s
epoch   7 | batch    200 | examples/s:  14.4 | loss: 0.07744 | time elapsed: 05h36m27s | time left: 10h16m41s
epoch   7 | batch    300 | examples/s:  14.4 | loss: 0.07766 | time elapsed: 05h37m50s | time left: 10h15m09s
epoch   7 | batch    400 | examples/s:  14.4 | loss: 0.07800 | time elapsed: 05h39m14s | time left: 10h13m37s
epoch   7 | batch    500 | examples/s:  14.4 | loss: 0.07799 | time elapsed: 05h40m37s | time left: 10h12m06s
epoch   7 | batch    600 | examples/s:  14.4 | loss: 0.07786 | time elapsed: 05h42m00s | time left: 10h10m34s
epoch   7 | batch    700 | examples/s:  14.4 | loss: 0.07779 | time elapsed: 05h43m23s | time left: 10h09m03s
epoch   7 | batch    800 | examples/s:  14.4 | loss: 0.07762 | time elapsed: 05h44m46s | time left: 10h07m31s
epoch   7 | batch    900 | examples/s:  14.5 | loss: 0.07768 | time elapsed: 05h46m09s | time left: 10h06m00s
epoch   7 | batch   1000 | examples/s:  14.5 | loss: 0.07773 | time elapsed: 05h47m32s | time left: 10h04m28s
epoch   7 | batch   1100 | examples/s:  14.5 | loss: 0.07769 | time elapsed: 05h48m55s | time left: 10h02m57s
epoch   7 | batch   1200 | examples/s:  14.5 | loss: 0.07760 | time elapsed: 05h50m18s | time left: 10h01m25s
epoch   7 | batch   1300 | examples/s:  14.5 | loss: 0.07753 | time elapsed: 05h51m41s | time left: 09h59m53s
epoch   7 | batch   1400 | examples/s:  14.5 | loss: 0.07747 | time elapsed: 05h53m04s | time left: 09h58m22s
epoch   7 | batch   1500 | examples/s:  14.5 | loss: 0.07748 | time elapsed: 05h54m26s | time left: 09h56m50s
epoch   7 | batch   1600 | examples/s:  14.5 | loss: 0.07745 | time elapsed: 05h55m49s | time left: 09h55m19s
epoch   7 | batch   1700 | examples/s:  14.5 | loss: 0.07741 | time elapsed: 05h57m12s | time left: 09h53m47s
epoch   7 | batch   1800 | examples/s:  14.5 | loss: 0.07735 | time elapsed: 05h58m35s | time left: 09h52m16s
epoch   7 | batch   1900 | examples/s:  14.5 | loss: 0.07727 | time elapsed: 05h59m58s | time left: 09h50m45s
epoch   7 | batch   2000 | examples/s:  14.5 | loss: 0.07728 | time elapsed: 06h01m21s | time left: 09h49m14s
epoch   7 | batch   2100 | examples/s:  14.5 | loss: 0.07728 | time elapsed: 06h02m44s | time left: 09h47m44s
epoch   7 | batch   2200 | examples/s:  14.5 | loss: 0.07724 | time elapsed: 06h04m07s | time left: 09h46m13s
epoch   7 | batch   2300 | examples/s:  14.5 | loss: 0.07721 | time elapsed: 06h05m30s | time left: 09h44m42s
epoch   7 | batch   2400 | examples/s:  14.5 | loss: 0.07722 | time elapsed: 06h06m53s | time left: 09h43m11s
epoch   7 | batch   2500 | examples/s:  14.5 | loss: 0.07720 | time elapsed: 06h08m16s | time left: 09h41m41s
epoch   7 | batch   2600 | examples/s:  14.5 | loss: 0.07718 | time elapsed: 06h09m38s | time left: 09h40m10s
epoch   7 | batch   2700 | examples/s:  14.5 | loss: 0.07720 | time elapsed: 06h11m01s | time left: 09h38m38s
epoch   7 | batch   2800 | examples/s:  14.5 | loss: 0.07717 | time elapsed: 06h12m23s | time left: 09h37m07s
epoch   7 | batch   2900 | examples/s:  14.5 | loss: 0.07712 | time elapsed: 06h13m46s | time left: 09h35m36s
epoch   7 | batch   3000 | examples/s:  14.5 | loss: 0.07715 | time elapsed: 06h15m08s | time left: 09h34m05s
epoch   7 | batch   3100 | examples/s:  14.5 | loss: 0.07714 | time elapsed: 06h16m31s | time left: 09h32m34s
epoch   7 | batch   3200 | examples/s:  14.5 | loss: 0.07711 | time elapsed: 06h17m53s | time left: 09h31m03s
epoch   7 | batch   3300 | examples/s:  14.6 | loss: 0.07713 | time elapsed: 06h19m16s | time left: 09h29m33s
Validating
In epoch 7, the validation loss is 0.07717701830172344.
Training
epoch   8 | batch    100 | examples/s:  13.6 | loss: 0.07706 | time elapsed: 06h22m47s | time left: 09h30m37s
epoch   8 | batch    200 | examples/s:  14.5 | loss: 0.07761 | time elapsed: 06h24m09s | time left: 09h29m05s
epoch   8 | batch    300 | examples/s:  14.5 | loss: 0.07694 | time elapsed: 06h25m32s | time left: 09h27m34s
epoch   8 | batch    400 | examples/s:  14.5 | loss: 0.07689 | time elapsed: 06h26m55s | time left: 09h26m02s
epoch   8 | batch    500 | examples/s:  14.5 | loss: 0.07653 | time elapsed: 06h28m18s | time left: 09h24m32s
epoch   8 | batch    600 | examples/s:  14.5 | loss: 0.07636 | time elapsed: 06h29m40s | time left: 09h23m01s
epoch   8 | batch    700 | examples/s:  14.5 | loss: 0.07631 | time elapsed: 06h31m03s | time left: 09h21m30s
epoch   8 | batch    800 | examples/s:  14.5 | loss: 0.07630 | time elapsed: 06h32m26s | time left: 09h19m58s
epoch   8 | batch    900 | examples/s:  14.5 | loss: 0.07636 | time elapsed: 06h33m49s | time left: 09h18m27s
epoch   8 | batch   1000 | examples/s:  14.5 | loss: 0.07628 | time elapsed: 06h35m11s | time left: 09h16m56s
epoch   8 | batch   1100 | examples/s:  14.5 | loss: 0.07626 | time elapsed: 06h36m34s | time left: 09h15m26s
epoch   8 | batch   1200 | examples/s:  14.5 | loss: 0.07639 | time elapsed: 06h37m57s | time left: 09h13m55s
epoch   8 | batch   1300 | examples/s:  14.5 | loss: 0.07638 | time elapsed: 06h39m20s | time left: 09h12m24s
epoch   8 | batch   1400 | examples/s:  14.5 | loss: 0.07638 | time elapsed: 06h40m42s | time left: 09h10m54s
epoch   8 | batch   1500 | examples/s:  14.4 | loss: 0.07635 | time elapsed: 06h42m06s | time left: 09h09m24s
epoch   8 | batch   1600 | examples/s:  14.5 | loss: 0.07633 | time elapsed: 06h43m29s | time left: 09h07m53s
epoch   8 | batch   1700 | examples/s:  14.5 | loss: 0.07635 | time elapsed: 06h44m51s | time left: 09h06m23s
epoch   8 | batch   1800 | examples/s:  14.5 | loss: 0.07635 | time elapsed: 06h46m14s | time left: 09h04m53s
epoch   8 | batch   1900 | examples/s:  14.5 | loss: 0.07640 | time elapsed: 06h47m37s | time left: 09h03m22s
epoch   8 | batch   2000 | examples/s:  14.5 | loss: 0.07639 | time elapsed: 06h49m00s | time left: 09h01m52s
epoch   8 | batch   2100 | examples/s:  14.5 | loss: 0.07637 | time elapsed: 06h50m23s | time left: 09h00m22s
epoch   8 | batch   2200 | examples/s:  14.5 | loss: 0.07637 | time elapsed: 06h51m46s | time left: 08h58m52s
epoch   8 | batch   2300 | examples/s:  14.5 | loss: 0.07638 | time elapsed: 06h53m08s | time left: 08h57m22s
epoch   8 | batch   2400 | examples/s:  14.5 | loss: 0.07632 | time elapsed: 06h54m31s | time left: 08h55m52s
epoch   8 | batch   2500 | examples/s:  14.5 | loss: 0.07626 | time elapsed: 06h55m54s | time left: 08h54m22s
epoch   8 | batch   2600 | examples/s:  14.5 | loss: 0.07627 | time elapsed: 06h57m17s | time left: 08h52m52s
epoch   8 | batch   2700 | examples/s:  14.5 | loss: 0.07628 | time elapsed: 06h58m40s | time left: 08h51m23s
epoch   8 | batch   2800 | examples/s:  14.5 | loss: 0.07631 | time elapsed: 07h00m03s | time left: 08h49m53s
epoch   8 | batch   2900 | examples/s:  14.5 | loss: 0.07630 | time elapsed: 07h01m26s | time left: 08h48m23s
epoch   8 | batch   3000 | examples/s:  14.5 | loss: 0.07626 | time elapsed: 07h02m49s | time left: 08h46m53s
epoch   8 | batch   3100 | examples/s:  14.5 | loss: 0.07626 | time elapsed: 07h04m12s | time left: 08h45m24s
epoch   8 | batch   3200 | examples/s:  14.5 | loss: 0.07626 | time elapsed: 07h05m34s | time left: 08h43m54s
epoch   8 | batch   3300 | examples/s:  14.5 | loss: 0.07624 | time elapsed: 07h06m57s | time left: 08h42m24s
Validating
In epoch 8, the validation loss is 0.07640070711141048.
Training
epoch   9 | batch    100 | examples/s:  13.6 | loss: 0.07544 | time elapsed: 07h10m30s | time left: 08h43m00s
epoch   9 | batch    200 | examples/s:  14.5 | loss: 0.07541 | time elapsed: 07h11m53s | time left: 08h41m30s
epoch   9 | batch    300 | examples/s:  14.5 | loss: 0.07561 | time elapsed: 07h13m16s | time left: 08h40m00s
epoch   9 | batch    400 | examples/s:  14.5 | loss: 0.07589 | time elapsed: 07h14m38s | time left: 08h38m29s
epoch   9 | batch    500 | examples/s:  14.5 | loss: 0.07587 | time elapsed: 07h16m01s | time left: 08h36m59s
epoch   9 | batch    600 | examples/s:  14.5 | loss: 0.07573 | time elapsed: 07h17m24s | time left: 08h35m29s
epoch   9 | batch    700 | examples/s:  14.5 | loss: 0.07577 | time elapsed: 07h18m47s | time left: 08h33m59s
epoch   9 | batch    800 | examples/s:  14.5 | loss: 0.07571 | time elapsed: 07h20m10s | time left: 08h32m29s
epoch   9 | batch    900 | examples/s:  14.5 | loss: 0.07579 | time elapsed: 07h21m32s | time left: 08h30m59s
epoch   9 | batch   1000 | examples/s:  14.5 | loss: 0.07579 | time elapsed: 07h22m55s | time left: 08h29m29s
epoch   9 | batch   1100 | examples/s:  14.5 | loss: 0.07590 | time elapsed: 07h24m18s | time left: 08h27m59s
epoch   9 | batch   1200 | examples/s:  14.5 | loss: 0.07583 | time elapsed: 07h25m41s | time left: 08h26m28s
epoch   9 | batch   1300 | examples/s:  14.5 | loss: 0.07580 | time elapsed: 07h27m03s | time left: 08h24m58s
epoch   9 | batch   1400 | examples/s:  14.5 | loss: 0.07586 | time elapsed: 07h28m26s | time left: 08h23m28s
epoch   9 | batch   1500 | examples/s:  14.5 | loss: 0.07585 | time elapsed: 07h29m48s | time left: 08h21m58s
epoch   9 | batch   1600 | examples/s:  14.6 | loss: 0.07580 | time elapsed: 07h31m11s | time left: 08h20m28s
epoch   9 | batch   1700 | examples/s:  14.6 | loss: 0.07573 | time elapsed: 07h32m33s | time left: 08h18m58s
epoch   9 | batch   1800 | examples/s:  14.6 | loss: 0.07572 | time elapsed: 07h33m55s | time left: 08h17m28s
epoch   9 | batch   1900 | examples/s:  14.6 | loss: 0.07576 | time elapsed: 07h35m17s | time left: 08h15m57s
epoch   9 | batch   2000 | examples/s:  14.6 | loss: 0.07568 | time elapsed: 07h36m40s | time left: 08h14m27s
epoch   9 | batch   2100 | examples/s:  14.5 | loss: 0.07566 | time elapsed: 07h38m02s | time left: 08h12m58s
epoch   9 | batch   2200 | examples/s:  14.5 | loss: 0.07566 | time elapsed: 07h39m25s | time left: 08h11m28s
epoch   9 | batch   2300 | examples/s:  14.5 | loss: 0.07564 | time elapsed: 07h40m48s | time left: 08h09m58s
epoch   9 | batch   2400 | examples/s:  14.5 | loss: 0.07562 | time elapsed: 07h42m10s | time left: 08h08m29s
epoch   9 | batch   2500 | examples/s:  14.5 | loss: 0.07563 | time elapsed: 07h43m33s | time left: 08h06m59s
epoch   9 | batch   2600 | examples/s:  14.5 | loss: 0.07557 | time elapsed: 07h44m55s | time left: 08h05m30s
epoch   9 | batch   2700 | examples/s:  14.5 | loss: 0.07555 | time elapsed: 07h46m18s | time left: 08h04m00s
epoch   9 | batch   2800 | examples/s:  14.5 | loss: 0.07555 | time elapsed: 07h47m41s | time left: 08h02m31s
epoch   9 | batch   2900 | examples/s:  14.5 | loss: 0.07553 | time elapsed: 07h49m03s | time left: 08h01m01s
epoch   9 | batch   3000 | examples/s:  14.5 | loss: 0.07553 | time elapsed: 07h50m26s | time left: 07h59m32s
epoch   9 | batch   3100 | examples/s:  14.5 | loss: 0.07549 | time elapsed: 07h51m48s | time left: 07h58m03s
epoch   9 | batch   3200 | examples/s:  14.5 | loss: 0.07549 | time elapsed: 07h53m11s | time left: 07h56m34s
epoch   9 | batch   3300 | examples/s:  14.6 | loss: 0.07553 | time elapsed: 07h54m33s | time left: 07h55m04s
Validating
In epoch 9, the validation loss is 0.0750519955004363.
Training
epoch  10 | batch    100 | examples/s:  13.6 | loss: 0.07358 | time elapsed: 07h58m04s | time left: 07h55m13s
epoch  10 | batch    200 | examples/s:  14.5 | loss: 0.07450 | time elapsed: 07h59m26s | time left: 07h53m43s
epoch  10 | batch    300 | examples/s:  14.5 | loss: 0.07481 | time elapsed: 08h00m49s | time left: 07h52m14s
epoch  10 | batch    400 | examples/s:  14.5 | loss: 0.07483 | time elapsed: 08h02m12s | time left: 07h50m44s
epoch  10 | batch    500 | examples/s:  14.5 | loss: 0.07514 | time elapsed: 08h03m34s | time left: 07h49m14s
epoch  10 | batch    600 | examples/s:  14.5 | loss: 0.07495 | time elapsed: 08h04m57s | time left: 07h47m45s
epoch  10 | batch    700 | examples/s:  14.5 | loss: 0.07500 | time elapsed: 08h06m19s | time left: 07h46m15s
epoch  10 | batch    800 | examples/s:  14.5 | loss: 0.07485 | time elapsed: 08h07m42s | time left: 07h44m45s
epoch  10 | batch    900 | examples/s:  14.5 | loss: 0.07482 | time elapsed: 08h09m05s | time left: 07h43m16s
epoch  10 | batch   1000 | examples/s:  14.5 | loss: 0.07490 | time elapsed: 08h10m28s | time left: 07h41m47s
epoch  10 | batch   1100 | examples/s:  14.5 | loss: 0.07486 | time elapsed: 08h11m50s | time left: 07h40m18s
epoch  10 | batch   1200 | examples/s:  14.5 | loss: 0.07481 | time elapsed: 08h13m13s | time left: 07h38m48s
epoch  10 | batch   1300 | examples/s:  14.5 | loss: 0.07488 | time elapsed: 08h14m36s | time left: 07h37m19s
epoch  10 | batch   1400 | examples/s:  14.5 | loss: 0.07482 | time elapsed: 08h15m58s | time left: 07h35m49s
epoch  10 | batch   1500 | examples/s:  14.5 | loss: 0.07488 | time elapsed: 08h17m21s | time left: 07h34m20s
epoch  10 | batch   1600 | examples/s:  14.5 | loss: 0.07486 | time elapsed: 08h18m43s | time left: 07h32m51s
epoch  10 | batch   1700 | examples/s:  14.5 | loss: 0.07481 | time elapsed: 08h20m06s | time left: 07h31m22s
epoch  10 | batch   1800 | examples/s:  14.5 | loss: 0.07474 | time elapsed: 08h21m29s | time left: 07h29m53s
epoch  10 | batch   1900 | examples/s:  14.5 | loss: 0.07468 | time elapsed: 08h22m52s | time left: 07h28m24s
epoch  10 | batch   2000 | examples/s:  14.5 | loss: 0.07474 | time elapsed: 08h24m14s | time left: 07h26m55s
epoch  10 | batch   2100 | examples/s:  14.5 | loss: 0.07478 | time elapsed: 08h25m37s | time left: 07h25m26s
epoch  10 | batch   2200 | examples/s:  14.5 | loss: 0.07475 | time elapsed: 08h26m59s | time left: 07h23m57s
epoch  10 | batch   2300 | examples/s:  14.5 | loss: 0.07478 | time elapsed: 08h28m22s | time left: 07h22m28s
epoch  10 | batch   2400 | examples/s:  14.5 | loss: 0.07478 | time elapsed: 08h29m45s | time left: 07h20m59s
epoch  10 | batch   2500 | examples/s:  14.5 | loss: 0.07474 | time elapsed: 08h31m07s | time left: 07h19m30s
epoch  10 | batch   2600 | examples/s:  14.5 | loss: 0.07470 | time elapsed: 08h32m30s | time left: 07h18m02s
epoch  10 | batch   2700 | examples/s:  14.5 | loss: 0.07472 | time elapsed: 08h33m53s | time left: 07h16m33s
epoch  10 | batch   2800 | examples/s:  14.5 | loss: 0.07471 | time elapsed: 08h35m16s | time left: 07h15m04s
epoch  10 | batch   2900 | examples/s:  14.5 | loss: 0.07473 | time elapsed: 08h36m39s | time left: 07h13m36s
epoch  10 | batch   3000 | examples/s:  14.5 | loss: 0.07474 | time elapsed: 08h38m02s | time left: 07h12m07s
epoch  10 | batch   3100 | examples/s:  14.5 | loss: 0.07477 | time elapsed: 08h39m24s | time left: 07h10m39s
epoch  10 | batch   3200 | examples/s:  14.5 | loss: 0.07478 | time elapsed: 08h40m47s | time left: 07h09m10s
epoch  10 | batch   3300 | examples/s:  14.5 | loss: 0.07477 | time elapsed: 08h42m10s | time left: 07h07m41s
Validating
In epoch 10, the validation loss is 0.07543909575020813.
Training
epoch  11 | batch    100 | examples/s:  13.7 | loss: 0.07585 | time elapsed: 08h45m39s | time left: 07h07m30s
epoch  11 | batch    200 | examples/s:  14.6 | loss: 0.07493 | time elapsed: 08h47m01s | time left: 07h06m00s
epoch  11 | batch    300 | examples/s:  14.6 | loss: 0.07441 | time elapsed: 08h48m23s | time left: 07h04m31s
epoch  11 | batch    400 | examples/s:  14.6 | loss: 0.07430 | time elapsed: 08h49m46s | time left: 07h03m01s
epoch  11 | batch    500 | examples/s:  14.5 | loss: 0.07445 | time elapsed: 08h51m09s | time left: 07h01m32s
epoch  11 | batch    600 | examples/s:  14.5 | loss: 0.07451 | time elapsed: 08h52m32s | time left: 07h00m04s
epoch  11 | batch    700 | examples/s:  14.5 | loss: 0.07443 | time elapsed: 08h53m54s | time left: 06h58m35s
epoch  11 | batch    800 | examples/s:  14.5 | loss: 0.07439 | time elapsed: 08h55m17s | time left: 06h57m06s
epoch  11 | batch    900 | examples/s:  14.5 | loss: 0.07439 | time elapsed: 08h56m40s | time left: 06h55m38s
epoch  11 | batch   1000 | examples/s:  14.4 | loss: 0.07436 | time elapsed: 08h58m04s | time left: 06h54m09s
epoch  11 | batch   1100 | examples/s:  14.5 | loss: 0.07435 | time elapsed: 08h59m26s | time left: 06h52m41s
epoch  11 | batch   1200 | examples/s:  14.5 | loss: 0.07458 | time elapsed: 09h00m49s | time left: 06h51m12s
epoch  11 | batch   1300 | examples/s:  14.5 | loss: 0.07463 | time elapsed: 09h02m12s | time left: 06h49m44s
epoch  11 | batch   1400 | examples/s:  14.5 | loss: 0.07455 | time elapsed: 09h03m35s | time left: 06h48m15s
epoch  11 | batch   1500 | examples/s:  14.5 | loss: 0.07461 | time elapsed: 09h04m57s | time left: 06h46m46s
epoch  11 | batch   1600 | examples/s:  14.5 | loss: 0.07460 | time elapsed: 09h06m20s | time left: 06h45m18s
epoch  11 | batch   1700 | examples/s:  14.5 | loss: 0.07448 | time elapsed: 09h07m43s | time left: 06h43m49s
epoch  11 | batch   1800 | examples/s:  14.5 | loss: 0.07449 | time elapsed: 09h09m06s | time left: 06h42m21s
epoch  11 | batch   1900 | examples/s:  14.5 | loss: 0.07443 | time elapsed: 09h10m29s | time left: 06h40m53s
epoch  11 | batch   2000 | examples/s:  14.5 | loss: 0.07438 | time elapsed: 09h11m52s | time left: 06h39m24s
epoch  11 | batch   2100 | examples/s:  14.6 | loss: 0.07441 | time elapsed: 09h13m14s | time left: 06h37m55s
epoch  11 | batch   2200 | examples/s:  14.6 | loss: 0.07436 | time elapsed: 09h14m36s | time left: 06h36m27s
epoch  11 | batch   2300 | examples/s:  14.6 | loss: 0.07432 | time elapsed: 09h15m59s | time left: 06h34m58s
epoch  11 | batch   2400 | examples/s:  14.6 | loss: 0.07429 | time elapsed: 09h17m21s | time left: 06h33m29s
epoch  11 | batch   2500 | examples/s:  14.6 | loss: 0.07432 | time elapsed: 09h18m43s | time left: 06h32m01s
epoch  11 | batch   2600 | examples/s:  14.5 | loss: 0.07431 | time elapsed: 09h20m06s | time left: 06h30m33s
epoch  11 | batch   2700 | examples/s:  14.5 | loss: 0.07429 | time elapsed: 09h21m28s | time left: 06h29m04s
epoch  11 | batch   2800 | examples/s:  14.5 | loss: 0.07424 | time elapsed: 09h22m51s | time left: 06h27m36s
epoch  11 | batch   2900 | examples/s:  14.5 | loss: 0.07421 | time elapsed: 09h24m14s | time left: 06h26m08s
epoch  11 | batch   3000 | examples/s:  14.5 | loss: 0.07420 | time elapsed: 09h25m36s | time left: 06h24m40s
epoch  11 | batch   3100 | examples/s:  14.6 | loss: 0.07422 | time elapsed: 09h26m59s | time left: 06h23m11s
epoch  11 | batch   3200 | examples/s:  14.6 | loss: 0.07423 | time elapsed: 09h28m21s | time left: 06h21m43s
epoch  11 | batch   3300 | examples/s:  14.6 | loss: 0.07417 | time elapsed: 09h29m44s | time left: 06h20m15s
Validating
In epoch 11, the validation loss is 0.07449225918389857.
Training
epoch  12 | batch    100 | examples/s:  13.6 | loss: 0.07361 | time elapsed: 09h33m12s | time left: 06h19m46s
epoch  12 | batch    200 | examples/s:  14.5 | loss: 0.07369 | time elapsed: 09h34m34s | time left: 06h18m17s
epoch  12 | batch    300 | examples/s:  14.5 | loss: 0.07371 | time elapsed: 09h35m57s | time left: 06h16m48s
epoch  12 | batch    400 | examples/s:  14.6 | loss: 0.07369 | time elapsed: 09h37m19s | time left: 06h15m20s
epoch  12 | batch    500 | examples/s:  14.6 | loss: 0.07374 | time elapsed: 09h38m42s | time left: 06h13m51s
epoch  12 | batch    600 | examples/s:  14.6 | loss: 0.07385 | time elapsed: 09h40m04s | time left: 06h12m23s
epoch  12 | batch    700 | examples/s:  14.5 | loss: 0.07392 | time elapsed: 09h41m27s | time left: 06h10m54s
epoch  12 | batch    800 | examples/s:  14.6 | loss: 0.07400 | time elapsed: 09h42m49s | time left: 06h09m26s
epoch  12 | batch    900 | examples/s:  14.6 | loss: 0.07397 | time elapsed: 09h44m12s | time left: 06h07m57s
epoch  12 | batch   1000 | examples/s:  14.6 | loss: 0.07401 | time elapsed: 09h45m34s | time left: 06h06m29s
epoch  12 | batch   1100 | examples/s:  14.5 | loss: 0.07397 | time elapsed: 09h46m56s | time left: 06h05m00s
epoch  12 | batch   1200 | examples/s:  14.6 | loss: 0.07398 | time elapsed: 09h48m19s | time left: 06h03m32s
epoch  12 | batch   1300 | examples/s:  14.6 | loss: 0.07396 | time elapsed: 09h49m41s | time left: 06h02m04s
epoch  12 | batch   1400 | examples/s:  14.6 | loss: 0.07395 | time elapsed: 09h51m03s | time left: 06h00m35s
epoch  12 | batch   1500 | examples/s:  14.6 | loss: 0.07384 | time elapsed: 09h52m26s | time left: 05h59m07s
epoch  12 | batch   1600 | examples/s:  14.6 | loss: 0.07379 | time elapsed: 09h53m48s | time left: 05h57m39s
epoch  12 | batch   1700 | examples/s:  14.6 | loss: 0.07374 | time elapsed: 09h55m10s | time left: 05h56m10s
epoch  12 | batch   1800 | examples/s:  14.6 | loss: 0.07373 | time elapsed: 09h56m33s | time left: 05h54m42s
epoch  12 | batch   1900 | examples/s:  14.6 | loss: 0.07371 | time elapsed: 09h57m55s | time left: 05h53m14s
epoch  12 | batch   2000 | examples/s:  14.6 | loss: 0.07363 | time elapsed: 09h59m17s | time left: 05h51m45s
epoch  12 | batch   2100 | examples/s:  14.6 | loss: 0.07359 | time elapsed: 10h00m39s | time left: 05h50m17s
epoch  12 | batch   2200 | examples/s:  14.6 | loss: 0.07363 | time elapsed: 10h02m02s | time left: 05h48m49s
epoch  12 | batch   2300 | examples/s:  14.6 | loss: 0.07362 | time elapsed: 10h03m24s | time left: 05h47m21s
epoch  12 | batch   2400 | examples/s:  14.6 | loss: 0.07361 | time elapsed: 10h04m46s | time left: 05h45m53s
epoch  12 | batch   2500 | examples/s:  14.6 | loss: 0.07357 | time elapsed: 10h06m09s | time left: 05h44m25s
epoch  12 | batch   2600 | examples/s:  14.6 | loss: 0.07358 | time elapsed: 10h07m31s | time left: 05h42m57s
epoch  12 | batch   2700 | examples/s:  14.5 | loss: 0.07361 | time elapsed: 10h08m54s | time left: 05h41m29s
epoch  12 | batch   2800 | examples/s:  14.4 | loss: 0.07367 | time elapsed: 10h10m17s | time left: 05h40m01s
epoch  12 | batch   2900 | examples/s:  14.5 | loss: 0.07370 | time elapsed: 10h11m39s | time left: 05h38m34s
epoch  12 | batch   3000 | examples/s:  14.5 | loss: 0.07371 | time elapsed: 10h13m02s | time left: 05h37m06s
epoch  12 | batch   3100 | examples/s:  14.5 | loss: 0.07369 | time elapsed: 10h14m25s | time left: 05h35m38s
